held_out_paper_doi,model_id,model_label,n_test,mae,rmse,r2,spearman_rho,baseline_mae,mae_improvement_vs_baseline_pct,beats_baseline
https://doi.org/10.1101/2024.09.27.614859,baseline_mean,Mean baseline,1,62.400639730639725,62.400639730639725,,,62.400639730639725,0.0,False
https://doi.org/10.1101/2024.09.27.614859,rf_composition,RF: composition,1,43.82552817623245,43.82552817623245,,,62.400639730639725,29.767501799002538,True
https://doi.org/10.1101/2024.09.27.614859,rf_descriptors,RF: descriptors,1,25.736794275002865,25.736794275002865,,,62.400639730639725,58.755560221659586,True
https://doi.org/10.1101/2024.09.27.614859,rf_combined,RF: combined,1,23.286009470251926,23.286009470251926,,,62.400639730639725,62.683059707770724,True
https://doi.org/10.1248/cpb.c24-00089,baseline_mean,Mean baseline,9,51.372168396770476,56.824824749814475,-0.11022691219180003,,51.372168396770476,0.0,False
https://doi.org/10.1248/cpb.c24-00089,rf_composition,RF: composition,9,58.262673229197304,73.09758924601155,-0.8371374438203822,,51.372168396770476,-13.412914127370183,False
https://doi.org/10.1248/cpb.c24-00089,rf_descriptors,RF: descriptors,9,50.83215489583041,55.48549221498707,-0.058508687076017196,,51.372168396770476,1.0511791068838958,True
https://doi.org/10.1248/cpb.c24-00089,rf_combined,RF: combined,9,51.659721901234576,57.69258482163237,-0.1443939020803484,,51.372168396770476,-0.5597457016865516,False
https://doi.org/10.34133/bmr.0017,baseline_mean,Mean baseline,5,52.494013651877125,52.792692726204656,-87.62766169917036,,52.494013651877125,0.0,False
https://doi.org/10.34133/bmr.0017,rf_composition,RF: composition,5,44.71504040717988,46.41769311857601,-67.51549017208856,-0.26352313834736496,52.494013651877125,14.818781616290224,True
https://doi.org/10.34133/bmr.0017,rf_descriptors,RF: descriptors,5,38.938227654111955,45.17329963338249,-63.891123248616466,-0.5773502691896257,52.494013651877125,25.823489298537243,True
https://doi.org/10.34133/bmr.0017,rf_combined,RF: combined,5,38.49913096206015,45.895888731263874,-65.98371512037147,-0.26352313834736496,52.494013651877125,26.6599593291273,True
https://dx.doi.org/10.1021/acs.nanolett.0c01386,baseline_mean,Mean baseline,5,36.30030716723549,36.982594560626055,-26.354246008712963,,36.30030716723549,0.0,False
https://dx.doi.org/10.1021/acs.nanolett.0c01386,rf_composition,RF: composition,5,19.83086132281079,21.05381345040734,-7.86526121609106,,36.30030716723549,45.36999031041245,True
https://dx.doi.org/10.1021/acs.nanolett.0c01386,rf_descriptors,RF: descriptors,5,12.460187760449898,14.32676791972514,-3.1051255805133087,,36.30030716723549,65.67470434052852,True
