lnp_id,paper_doi,paper_title,lipid_molar_ratio,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,mol_pct_ionizable,mol_pct_helper,mol_pct_sterol,mol_pct_peg,ratio_sum,ratio_sum_deviation_from_100,parse_method,parse_confidence,ratio_values_complete,ratio_values_nonnegative,ratio_values_at_most_100,ratio_sum_near_100,ratio_model_eligible,ratio_review_needed
289,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
290,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
291,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
292,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
293,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
294,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
295,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
296,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
297,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
298,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models",35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
433,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
435,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
437,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
440,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
442,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
444,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,OF-Deg-Lin,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
446,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,OF-C4-Deg-Lin,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
448,10.1002/anie.201809056,Customizable Lipid Nanoparticle Materials for the Delivery of siRNAs and mRNAs,35:16:46.5:2.5,cKK-E12,DOPE,cholesterol,C14-PEG 2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
450,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,40:2.5:53.5:4,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,4.0,53.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
451,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,60:0.5:29.5:10,C12-200,DOPE,cholesterol,C14-PEG2000,60.0,10.0,29.5,0.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
452,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,40:3.5:28.5:28,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,28.0,28.5,3.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
453,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,40:2.5:29.5:28,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,28.0,29.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
454,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,40:3.0:35.0:22,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,22.0,35.0,3.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
455,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:3.0:40.0:22,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,22.0,40.0,3.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
456,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:3.5:39.5:22,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,22.0,39.5,3.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
457,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,30:3.0:51.0:16,C12-200,DOPE,cholesterol,C14-PEG2000,30.0,16.0,51.0,3.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
458,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,30:2.5:51.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,30.0,16.0,51.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
459,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,40:1.5:42.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,40.0,16.0,42.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
460,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
461,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
462,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
463,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
464,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
465,10.1016/j.jconrel.2019.10.028,Ionizable lipid nanoparticles encapsulating barcoded mRNA for accelerated in vivo delivery screening,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
466,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
467,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
468,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
469,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
470,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
471,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
472,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
473,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
474,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,Custom lipid,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
475,https://doi.org/10.1073/pnas.2409572122,Rational design and modular synthesis of biodegradable ionizable lipids via the Passerini reaction for mRNA delivery,50:1.5:38.5:10,SM-102,DSPC,cholesterol,C14-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
509,https://doi.org/10.34133/bmr.0017,Development of Lipid Nanoparticle Formulation for the Repeated Administration of mRNA Therapeutics,50:10:38.5:1.5,SM-102,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
510,https://doi.org/10.34133/bmr.0017,Development of Lipid Nanoparticle Formulation for the Repeated Administration of mRNA Therapeutics,50:10:38.5:1.5,SM-102,DSPC,cholesterol,C16-Ceramide-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
511,https://doi.org/10.34133/bmr.0017,Development of Lipid Nanoparticle Formulation for the Repeated Administration of mRNA Therapeutics,26.5:20:52:1.5,244-cis,DOPE,cholesterol,C16-Ceramide-PEG2000,26.5,20.0,52.0,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
512,https://doi.org/10.34133/bmr.0017,Development of Lipid Nanoparticle Formulation for the Repeated Administration of mRNA Therapeutics,26.5:20:52:1.5,244-cis,DOPE,cholesterol,DMG-PEG2000,26.5,20.0,52.0,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
513,https://doi.org/10.34133/bmr.0017,Development of Lipid Nanoparticle Formulation for the Repeated Administration of mRNA Therapeutics,26.5:20:52.4:1.1,244-cis,DOPE,cholesterol,DMG-PEG2000,26.5,20.0,52.4,1.1,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
563,10.1039/C9NR02004G,Fusion-dependent formation of lipid nanoparticles containing macromolecular payloads,50:10:39:1,DLin-KC2-DMA,DSPC,cholesterol,DSPE-PEG2000,50.0,10.0,39.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
574,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
575,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,C9-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
576,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,C10-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
577,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
578,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
579,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
580,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
581,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
582,10.1002/jbm.a.37705,Influence of ionizable lipid tail length on lipid nanoparticle delivery of mRNA of varying length,35:2.5:46.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
607,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
608,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
609,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
610,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
611,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
612,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
613,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
614,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
615,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
616,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
617,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
618,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
619,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
620,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
621,10.1126/sciadv.aba1028,Ionizable lipid nanoparticles for in utero mRNA delivery,35:46.5:16:2.5,DLin-MC3-DMA,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
622,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
623,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
624,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
625,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
626,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
627,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
628,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
629,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
630,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
631,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
632,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
633,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
634,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
635,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,35:16:46.5:2.5,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
636,10.1021/jacs.2c12893,Ionizable Lipid Nanoparticles for In Vivo mRNA Delivery to the Placenta during Pregnancy,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
637,https://doi.org/10.1016/j.jconrel.2021.11.022,Lipid nanoparticle chemistry determines how nucleoside base modifications alter mRNA delivery,35:16:46.5:2.5,C12-200,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
638,https://doi.org/10.1016/j.jconrel.2021.11.022,Lipid nanoparticle chemistry determines how nucleoside base modifications alter mRNA delivery,35:16:46.5:2.5,cKK-E12,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
639,https://doi.org/10.1016/j.jconrel.2021.11.022,Lipid nanoparticle chemistry determines how nucleoside base modifications alter mRNA delivery,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
641,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,46.3:9.4:41.8:2.5,DOTAP,DOPE,cholesterol,DSG-PEG2000,46.3,9.4,41.8,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
642,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,46.3:9.4:42.7:1.6,DOTAP,DSPE,cholesterol,DMG,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
643,https://doi.org/10.1016/j.jpha.2024.100996,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches,50:10:38.4:1.6,DOTAP,DMPC,cholesterol,DPPE-PEG2000,50.0,10.0,38.4,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
