lnp_id,paper_doi,paper_title,lipid_molar_ratio,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,mol_pct_ionizable,mol_pct_helper,mol_pct_sterol,mol_pct_peg,ratio_sum,ratio_sum_deviation_from_100,parse_method,parse_confidence,ratio_values_complete,ratio_values_nonnegative,ratio_values_at_most_100,ratio_sum_near_100,ratio_model_eligible,ratio_review_needed
812,https://doi.org/10.1038/s41467-022-33157-4,Payload distribution and capacity of mRNA lipid nanoparticles,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
846,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
847,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
853,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
854,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,50:1.5:38.5:10,SM-102,DSPC,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
856,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,46.3:1.6:42.7:9.4,ALC-0315,DSPC,cholesterol,ALC-0159,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
858,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
860,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
861,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,15:2:25:20,Custom lipid,DOPE,cholesterol,DMG-PEG2000,,,,,,,ambiguous_doi,excluded,False,False,False,False,False,False
862,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,ALC-0159,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
863,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,ALC-0159,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
864,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DMG-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
865,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DMG-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
866,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DSG-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
867,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,C8-Ceramide-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
868,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,C16-Ceramide-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
869,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DMPE-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
870,https://doi.org/10.1016/j.jconrel.2025.01.071,Role of PEGylated lipid in lipid nanoparticle formulation for in vitro and in vivo delivery of mRNA vaccines,46.3:9.4:42.7:1.6,ALC-0315,DSPC,cholesterol,DSPE-PEG2000,46.3,9.4,42.7,1.6,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
875,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,SM-102,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
876,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,ALC-0315,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
877,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
878,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
879,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
880,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
881,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
882,https://doi.org/10.1101/2023.11.09.565872,Applying machine learning to identify ionizable lipids for nanoparticle-mediated delivery of mRNA,45:20:34:1,Custom lipid,DPPC,cholesterol,DMPE-PEG2000,45.0,20.0,34.0,1.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
885,https://doi.org/10.1021/acs.nanolett.1c01353,Scalable mRNA and siRNA Lipid Nanoparticle Production Using a Parallelized Microfluidic Device,35:2.5:46.5:16,C12-200,DOPE,cholesterol,PE-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
911,https://doi.org/10.1101/2024.09.27.614859,Structural Characterization of mRNA Lipid Nanoparticles in the Presence of Intrinsic Drug-free Lipid Nanoparticles,50:38.5:10:1.5,SM-102,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
913,https://doi.org/10.1038/s41434-022-00370-1,Taylor Dispersion Analysis to support lipid-nanoparticle formulations for mRNA vaccines,50:10:35:5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,35.0,5.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
914,https://doi.org/10.1038/s41434-022-00370-1,Taylor Dispersion Analysis to support lipid-nanoparticle formulations for mRNA vaccines,50:10:38.5:1.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
915,https://doi.org/10.1038/s41434-022-00370-1,Taylor Dispersion Analysis to support lipid-nanoparticle formulations for mRNA vaccines,50:10:39.5:0.5,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,39.5,0.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
922,https://doi.org/10.1073/pnas.2303567120,Throughput-scalable manufacturing of SARS-CoV-2 mRNA lipid nanoparticle vaccines,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
923,https://doi.org/10.1073/pnas.2303567120,Throughput-scalable manufacturing of SARS-CoV-2 mRNA lipid nanoparticle vaccines,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
928,https://doi.org/10.1073/pnas.2303567120,Throughput-scalable manufacturing of SARS-CoV-2 mRNA lipid nanoparticle vaccines,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
929,https://doi.org/10.1073/pnas.2303567120,Throughput-scalable manufacturing of SARS-CoV-2 mRNA lipid nanoparticle vaccines,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
931,https://doi.org/10.1073/pnas.2303567120,Throughput-scalable manufacturing of SARS-CoV-2 mRNA lipid nanoparticle vaccines,50:1.5:38.5:10,DLin-MC3-DMA,DSPC,cholesterol,DMG-PEG2000,50.0,1.5,38.5,10.0,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
932,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
933,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
934,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
935,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
936,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
937,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
938,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
939,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
940,https://doi.org/10.1248/cpb.c24-00089,Understanding the Manufacturing Process of Lipid Nanoparticles for mRNA Delivery Using Machine Learning,50:10:38.5:1.5,L202,DSPC,cholesterol,DMG-PEG2000,50.0,10.0,38.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
946,https://doi.org/10.1038/s41467-020-16248-y,Synergistic lipid compositions for albumin receptor mediated delivery of mRNA to the liver,35:16:46.5:2.5,cKK-E12,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
947,https://doi.org/10.1038/s41467-020-16248-y,Synergistic lipid compositions for albumin receptor mediated delivery of mRNA to the liver,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
948,https://doi.org/10.1038/s41467-020-16248-y,Synergistic lipid compositions for albumin receptor mediated delivery of mRNA to the liver,35:16:46.5:2.5,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
949,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
950,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,A12-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
951,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
952,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
953,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,A18-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
954,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
955,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
956,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
957,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,Custom lipid,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
958,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:16,DLin-MC3-DMA,DOPE,cholesterol,C14-PEG2000,35.0,16.0,37.5,2.5,91.0,9.0,doi_lookup,high,True,True,True,False,False,True
959,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,45:2.5:42.5:10,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,45.0,10.0,42.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
960,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,25.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
961,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
962,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:2.9:31.1:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,31.1,2.9,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
963,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
964,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:0.5:57.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,7.0,57.5,0.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
965,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,65:0.5:27.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,7.0,27.5,0.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
966,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,65:2.5:7.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,25.0,7.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
967,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
968,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
969,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,71.2:1.5:11.3:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,71.2,16.0,11.3,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
970,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
971,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,28.8:1.5:53.7:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,28.8,16.0,53.7,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
972,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,65:2.5:25.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,7.0,25.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
973,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
974,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:55.5:7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,7.0,55.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
975,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:45.2:3.3,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,3.3,45.2,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
976,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:32.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,32.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
977,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:0.5:39.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,25.0,39.5,0.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
978,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:19.8:28.7,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,28.7,19.8,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
979,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,65:0.5:9.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,65.0,25.0,9.5,0.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
980,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:0.1:33.9:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,16.0,33.9,0.1,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
981,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:46.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
982,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:1.5:23.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,25.0,23.5,1.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
983,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:46.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
984,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:46.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,16.0,46.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
985,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:37.5:25,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,25.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
986,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:34.5:28,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,28.0,34.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
987,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,35:2.5:42.5:20,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,35.0,20.0,42.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
988,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,50:2.5:37.5:10,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,50.0,10.0,37.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
989,https://doi.org/10.1038/s41587-019-0247-3,Delivery of mRNA vaccines with heterocyclic lipids increases anti-tumor efficacy by STING-mediated immune cell activation,45:2.5:36.5:16,A2-Iso5-2DC18,DOPE,cholesterol,C14-PEG2000,45.0,16.0,36.5,2.5,100.0,0.0,doi_lookup,high,True,True,True,True,True,False
