lnp_id,ionizable_lipid,helper_lipid,sterol_lipid,peg_lipid,lipid_molar_ratio,target_type,nucleic_acid_sequence,ionizable_lipid_smiles,helper_lipid_smiles,sterol_lipid_smiles,peg_lipid_smiles,size_mean,size_sd,size_flag,pdi_mean,pdi_sd,pdi_flag,ee_mean,ee_sd,ee_flag,zeta_mean,zeta_sd,zeta_flag,ratio_type,ratio_value,ratio_cargo,synthesis_info,bioactivity_profile,transfection_raw,transfection_unit,transfection_pctile,paper_doi,paper_title,paper_authors,paper_journal,paper_year,ionizable_lipid_original,helper_lipid_original,sterol_lipid_original,peg_lipid_original
219,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 18)",NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCCN,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,173.2,,,0.21,,,85.6,,,4.3,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; biodistribution_result: Measured by deep sequencing in heart, liver, spleen, lungs, kidneys; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,12-A2-7b2,DOPE,cholesterol,C14PEG2K
220,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 19)",NNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,136.4,,,0.23,,,84.3,,,2.8,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; biodistribution_result: Measured by deep sequencing in heart, liver, spleen, lungs, kidneys; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,1-A2-8b,DOPE,cholesterol,C14PEG2K
221,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 20)",NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,138.3,,,0.21,,,75.1,,,-0.8,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid, 0.25 mg/kg FLuc mRNA (validation); gene_expression_result: Liver-targeting LNP; biodistribution_result: Liver-enriched delivery; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,2-A2-8b,DOPE,cholesterol,C14PEG2K
222,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 21)",NC1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,116.2,,,0.27,,,85.7,,,-3.6,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; biodistribution_result: Measured by deep sequencing in heart, liver, spleen, lungs, kidneys; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,3-A2-8b,DOPE,cholesterol,C14PEG2K
223,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 22)",NCCN1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,110.5,,,0.22,,,77.3,,,2.6,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; biodistribution_result: Measured by deep sequencing in heart, liver, spleen, lungs, kidneys; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,4-A2-8b,DOPE,cholesterol,C14PEG2K
224,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 23)",NCCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC)CCN,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,149.1,,,0.25,,,71.9,,,-0.1,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; biodistribution_result: Measured by deep sequencing in heart, liver, spleen, lungs, kidneys; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,11-A2-8b,DOPE,cholesterol,C14PEG2K
225,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 24)",NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC)CCCN,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,151.5,,,0.23,,,87.1,,,3.1,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS",cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; gene_expression_result: Greatest enrichment in lungs but also enriched in liver and spleen; biodistribution_result: High lung enrichment but not lung-specific; toxicity_profile: Cell viability >85%,,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,12-A2-8b,DOPE,cholesterol,C14PEG2K
226,DLin-MC3-DMA,DSPC,cholesterol,C14-PEG2000,25:0.75:19.25:5,mRNA,"cre_recombinase, cas9, vegfr2",CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,,,,,,,,,,,,,,synthesis_method: Similar to CAD LNPs; device_used: Similar to CAD LNPs; total_flow_rate_ml_min: ; flow_rate_ratio: ; aqueous_phase_composition: ; organic_phase_composition: ; mixing_time_sec: ; temperature_condition: ; post_processing: ; sterilization: ; storage_buffer: ,"animal_model: Ai14 mice, LLC-GFP lung tumor model; administration_route: intravenous (IV); dose: 0.3 mg/kg Cre mRNA, 4.0 mg/kg Cas9 mRNA/VEGFR2 sgRNA; gene_expression_result: Gold standard lung-tropic LNP control, lower performance than LNP-CAD9; biodistribution_result: Lung-targeted delivery",9.0,numeric,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,MC3,DSPC,cholesterol,C14PEG2K
227,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 25)",NNCC1=CC(=C(O)C(=C1)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,164.2,,,0.18,,,48.1,,,-1.6,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; biodistribution_result: Measured by deep sequencing in heart, liver, spleen, lungs, kidneys; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,1-A2-9b,DOPE,cholesterol,C14PEG2K
228,Custom lipid,DOPE,cholesterol,C14-PEG2000,35:2.5:46.5:16,mRNA,"firefly_luciferase, barcode(dna barcode 26)",NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,186.2,,,0.26,,,66.2,,,5.8,,,wt/wt,10.0,OTHER_wt_ratio,"synthesis_method: Microfluidic mixing or pipette mixing; device_used: Microfluidic device with staggered herringbone features; total_flow_rate_ml_min: 2.4; flow_rate_ratio: 1:3 (organic:aqueous); aqueous_phase_composition: 10 mM citrate buffer; organic_phase_composition: Ethanol with lipids; mixing_time_sec: ; temperature_condition: Room temperature; post_processing: Dialysis in 1x PBS for 2h, filtration through 0.45 ¥ìm filter; sterilization: 0.45 ¥ìm filtration; storage_buffer: 1x PBS","cell_line: HeLa; animal_model: C57BL/6J female mice; administration_route: intravenous (IV); dose: 1.0 mg/kg total nucleic acid; biodistribution_result: Measured by deep sequencing in heart, liver, spleen, lungs, kidneys; toxicity_profile: Cell viability >85%",,,,https://doi.org/10.1038/s41467-024-45422-9,"High-throughput barcoding of nanoparticles identifies cationic, degradable lipid-like materials for mRNA delivery to the lungs in female preclinical models","['Lulu Xue', 'Alex G. Hamilton', 'Gan Zhao', 'Zebin Xiao', 'Rakan El-Mayta', 'Xuexiang Han', 'Ningqiang Gong', 'Xinhong Xiong', 'Junchao Xu', 'Christian G. Figueroa-Espada', 'Sarah J. Shepherd', 'Alvin J. Mukalel', 'Mohamad-Gabriel Alameh', 'Jiaxi Cui', 'Karin Wang', 'Andrew E. Vaughan', 'Drew Weissman', 'Michael J. Mitchell']",Nature Communications,2024.0,2-A2-9b,DOPE,cholesterol,C14PEG2K
